75,6/12/2019,0800,152,0, ,0, ,123, ,15.8, ,57.9, ,97, ,56.9, ,2.4, ,272, ,68.6,
75,6/12/2019,0900,152,0, ,0, ,209, ,16, ,58.2, ,96, ,57.2, ,2.2, ,277, ,68.5,
75,6/12/2019,1000,152,0, ,0, ,540, ,16, ,59.5, ,92, ,57.3, ,2.5, ,261, ,68.4,
75,6/12/2019,1100,152,0.01, ,0, ,711, ,15.6, ,62.3, ,81, ,56.4, ,4, ,222, ,68.3,
75,6/12/2019,1200,152,0, ,0, ,530, ,15.1, ,63.1, ,76, ,55.6, ,4, ,272, ,68.3,
75,6/12/2019,1300,152,0, ,0, ,567, ,14.8, ,63.4, ,74, ,55, ,4.5, ,279, ,68.3,
75,6/12/2019,1400,152,0, ,0, ,505, ,14.6, ,63.8, ,72, ,54.8, ,4, ,289, ,68.3,
75,6/12/2019,1500,152,0, ,0, ,452, ,14.3, ,64.1, ,70, ,54.2, ,3.7, ,220, ,68.4,
75,6/12/2019,1600,152,0, ,0, ,378, ,14.3, ,64.3, ,70, ,54.1, ,3.5, ,262, ,68.4, 
75,6/12/2019,1700,152,0, ,0, ,364, ,14.3, ,64.3, ,70, ,54.2, ,3.6, ,263, ,68.5,
75,6/12/2019,1800,152,0, ,0, ,150, ,14.2, ,63.9, ,70, ,53.9, ,3.7, ,233, ,68.5,
75,6/12/2019,1900,152,0, ,0, ,53, ,14.1, ,63, ,72, ,53.7, ,4.3, ,270, ,68.5,
75,6/12/2019,2000,152,0, ,0, ,0, ,14, ,61.6, ,75, ,53.6, ,3.7, ,281, ,68.5,
75,6/12/2019,2100,152,0, ,0, ,0, ,14.1, ,61.1, ,77, ,53.8, ,2.9, ,269, ,68.5,
75,6/12/2019,2200,152,0, ,0, ,0, ,14, ,61.1, ,76, ,53.5, ,3.1, ,226, ,68.4,
75,6/12/2019,2300,152,0, ,0, ,0, ,14.3, ,60.7, ,79, ,54.2, ,3.7, ,211, ,68.4,
75,6/12/2019,2400,152,0, ,0, ,0, ,14.8, ,60.3, ,83, ,55.1, ,3.7, ,227, ,68.3,
75,6/2/2019,0100,153,0, ,0, ,0, ,15, ,59.6, ,86, ,55.4, ,4.2, ,182, ,68.2,
75,6/2/2019,0200,153,0, ,0, ,0, ,15, ,59.3, ,87, ,55.4, ,3.1, ,181, ,68.1,
75,6/2/2019,0300,153,0, ,0, ,0, ,15.2, ,58.3, ,91, ,55.8, ,2.9, ,227, ,68,
75,6/2/2019,0400,153,0, ,0, ,0, ,15.2, ,57.8, ,93, ,55.8, ,2.4, ,225, ,67.9,
75,6/2/2019,0500,153,0, ,0, ,3, ,15.4, ,57.9, ,94, ,56.2, ,2.6, ,177, ,67.8,
75,6/2/2019,0600,153,0, ,0, ,31, ,15.5, ,58.1, ,94, ,56.4, ,3, ,195, ,67.8,
75,6/2/2019,0700,153,0, ,0.01, ,76, ,15.4, ,57.8, ,94, ,56.2, ,3.5, ,203, ,67.7,
75,6/2/2019,0800,153,0, ,0, ,325, ,15.6, ,58.4, ,94, ,56.6, ,3.6, ,198, ,67.6,
75,6/2/2019,0900,153,0, ,0, ,406, ,15.5, ,60, ,88, ,56.4, ,3.4, ,188, ,67.6,
75,6/2/2019,1000,153,0, ,0, ,484, ,15.1, ,61.9, ,80, ,55.6, ,2.1, ,248, ,67.5,
75,6/2/2019,1100,153,0, ,0, ,487, ,15.1, ,62, ,80, ,55.6, ,4, ,295, ,67.5,
75,6/2/2019,1200,153,0, ,0, ,549, ,14.7, ,62.9, ,75, ,54.9, ,3.3, ,296, ,67.5,
75,6/2/2019,1300,153,0.01, ,0, ,609, ,14.4, ,63.8, ,71, ,54.4, ,3.7, ,311, ,67.6,
75,6/2/2019,1400,153,0.01, ,0, ,657, ,14.5, ,64.6, ,70, ,54.5, ,3.7, ,295, ,67.6,
75,6/2/2019,1500,153,0.01, ,0, ,560, ,14.4, ,64.5, ,69, ,54.3, ,4.4, ,294, ,67.7,
75,6/2/2019,1600,153,0, ,0, ,440, ,14.3, ,64.7, ,69, ,54.2, ,3.8, ,274, ,67.8,
75,6/2/2019,1700,153,0, ,0, ,267, ,14.5, ,63.8, ,72, ,54.6, ,4.9, ,276, ,67.9,
75,6/2/2019,1800,153,0, ,0, ,146, ,14.6, ,62.9, ,75, ,54.7, ,4, ,279, ,67.9,
75,6/2/2019,1900,153,0, ,0, ,20, ,14.4, ,62.1, ,76, ,54.4, ,4.1, ,288, ,68,
75,6/2/2019,2000,153,0, ,0, ,0, ,14.5, ,61.5, ,78, ,54.4, ,3.2, ,286, ,68,
75,6/2/2019,2100,153,0, ,0, ,0, ,14.7, ,61.2, ,79, ,54.8, ,2.9, ,279, ,68,
75,6/2/2019,2200,153,0, ,0, ,0, ,14.8, ,60.7, ,81, ,55, ,3.2, ,290, ,67.9,
75,6/2/2019,2300,153,0, ,0, ,0, ,14.6, ,60.7, ,80, ,54.7, ,2.1, ,271, ,67.9,
75,6/2/2019,2400,153,0, ,0, ,0, ,14.8, ,60.9, ,81, ,55.1, ,2.4, ,298, ,67.8,
75,6/6/2019,0100,154,0, ,0, ,0, ,14.6, ,60.8, ,80, ,54.6, ,3.3, ,331, ,67.8,
75,6/6/2019,0200,154,0, ,0, ,0, ,14, ,60.6, ,78, ,53.6, ,3.6, ,350, ,67.7,
75,6/6/2019,0300,154,0, ,0, ,0, ,14.2, ,60.4, ,79, ,53.9, ,2.6, ,0, ,67.6,
75,6/6/2019,0400,154,0, ,0, ,0, ,14.4, ,60.3, ,81, ,54.4, ,1.7, ,3, ,67.6,
75,6/6/2019,0500,154,0, ,0, ,2, ,14.2, ,60.3, ,79, ,53.9, ,2.3, ,344, ,67.5,
75,6/6/2019,0600,154,0, ,0, ,33, ,14.2, ,60.6, ,78, ,53.8, ,1.4, ,295, ,67.4,
75,6/6/2019,0700,154,0, ,0.04, ,78, ,15.4, ,58.9, ,91, ,56.2, ,2.2, ,132, ,67.4,
75,6/6/2019,0800,154,0, ,0, ,164, ,15.6, ,57.8, ,95, ,56.4, ,2, ,153, ,67.3,
75,6/3/2019,0900,154,0, ,0, ,274, ,15.5, ,59, ,91, ,56.4, ,2, ,339, ,67.2,
75,6/3/2019,1000,154,0, ,0, ,441, ,15.2, ,61, ,83, ,55.9, ,2.1, ,303, ,67.2,
75,6/3/2019,1100,154,0.01, ,0, ,842, ,14.9, ,64, ,73, ,55.3, ,2.9, ,274, ,67.1,
75,6/3/2019,1200,154,0.02, ,0, ,1605, ,15.1, ,67.4, ,66, ,55.7, ,3.8, ,271, ,67.1,
75,6/3/2019,1300,154,0.03, ,0, ,2046, ,15.4, ,69.9, ,62, ,56.2, ,4.9, ,297, ,67.2,
75,6/3/2019,1400,154,0.03, ,0, ,1894, ,15.7, ,71.4, ,60, ,56.7, ,6.1, ,293, ,67.4,
